,geometry,name,opening_hours,shop,wheelchair,check_date,addr:city,addr:housenumber,addr:postcode,addr:street,operator,payment:cash,payment:credit_cards,payment:debit_cards,addr:country,source,toilets:wheelchair,brand,contact:facebook,contact:phone,contact:website,brand:wikidata,changing_table,toilets,building,website,amenity,cuisine,access,addr:place,addr:province,contact:email,dog,fee,internet_access,internet_access:fee,motorhome,organic,power_supply,power_supply:maxcurrent,reservation,sanitary_dump_station,socket:cee_blue,tents,tourism,brand:wikipedia,city,description,phone,email,check_date:opening_hours,payment:mastercard,payment:visa,branch,name:it,operator:wikidata,operator:wikipedia,alt_name,ref,ref:vatin,level,kids_area,toilets:access,toilets:number,smoking,ele,atm,air_conditioning,diet:halal,diet:kosher,name:signed,currency:EUR,addr:suburb,brand:en,brand:ja,name:en,name:ja,delivery:description:it,wikimedia_commons,contact:instagram,name:es,noname,entrance,opening_hours:signed,payment:cards,facebook,payment:coins,payment:bancomat,clothes,self_service,contact:mobile,addr:state,building:levels,old_name,fixme,start_date,note,roof:levels,roof:shape,building:material,addr:unit,stroller,not:brand:wikidata,fax,addr:hamlet,payment:diners_club,payment:maestro,payment:v_pay,payment:visa_electron,drive_through,building:part,indoor_seating,outdoor_seating,building:use,contact:fax,building:colour,diet:gluten_free,diet:non-vegetarian,diet:vegan,diet:vegetarian,roof:colour,type,roof:material,survey:date,fuel:GTL_diesel,fuel:diesel,fuel:octane_100,fuel:octane_95,ref:mise
124,POINT (12.3362236 45.4402661),,,kiosk,yes,2023-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,POINT (12.3537769 45.4324588),Coop,Mo-Su 08:30-21:00,supermarket,yes,,Venezia,1797,30121-30176,Via Giuseppe Garibaldi,,,,,,,,Coop,,,,Q1129774,,yes,,,,,,,,,,,,,,yes,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,Via Garibaldi,Coop,,,,,IT03503411203,0,,customers,,,,,,,,,,,,,Coop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,POINT (12.1834677 45.4524722),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,POINT (12.334069 45.4385899),Tabaccheria,,kiosk,,,,775,,Ruga Vecchia San Giovanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,POINT (12.3329798 45.4441068),Maramao,"Mo-Sa 07:30-14:00, Mo,Tu,Th-Sa 16:00-19:30",deli,limited,,,,,,,,,,,,,,https://www.facebook.com/maramaovenezia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/maramaovenezia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,POINT (12.3331145 45.4399932),Vaise Luggage Locker,,convenience,,,,,,,,,,,,,,,,,,,,,,https://www.vaise.it/,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaise Luggage Locker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,POINT (12.3257154 45.4253647),InCoop,Mo-Sa 08:30-20:00; Su 09:00-13:00,supermarket,,,,,30133,,,,,,,,,,,,,,,,,,,,,Giudecca,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,incoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,POINT (12.2118481 45.4715838),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,POINT (12.3391244 45.4370568),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,POINT (12.3454462 45.4356249),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,POINT (12.3365414 45.4402153),,,kiosk,yes,2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,POINT (12.3338912 45.4414018),,,kiosk,yes,2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,POINT (12.3439537 45.4385437),Al Sole di Puglia,,deli,,,,6440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,POINT (12.3363208 45.4357334),,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,POINT (12.3300303 45.4394704),Franceschini,,convenience,,,,2126,30135,,Franceschini Aldo,,,,,,,,,,,,,,,,,,,Santa Croce,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,IT00278500277,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,POINT (12.3258724 45.4264836),Maria,,deli,,,,,30133,,,,,,,,,,,,,,,,,,,,,Giudecca,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,POINT (12.3248772 45.432957),,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",Edicola,,,2024-04-12,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,POINT (12.4152254 45.4863271),Coop,Mo-Sa 08:30-19:30; Su 08:30-14:00,supermarket,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,POINT (12.2239584 45.475453),Coop,"Mo-Su 08:30-13:00, 15:30-20:00",convenience,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,IT03503411203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,POINT (12.3392652 45.4361492),,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,POINT (12.3369962 45.4393714),,,convenience,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,POINT (12.3370598 45.4381986),Cold drinks,,convenience,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,POINT (12.3477204 45.4343582),,,convenience,,,,3925,30122,,,,,,,,,,,,,,,,,,,,,Castello,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,POINT (12.3391722 45.4360991),Despar,"PH,Mo-Su 08:00-21:00",supermarket,,,,,,,,,,,,,,Spar,,,,Q610492,,,,,,,,,,,,,,,,,,,,,,,,en:Spar (retailer),"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,POINT (12.3273998 45.4358596),Crai,Mo-Su 08:00-23:30,supermarket,,2025-02-12,,,,Campo San Tomà,,yes,,,,,,Crai,,,,Q3696429,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,San Tomà,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,POINT (12.3247573 45.4330176),Pantagruelica,,deli,,,,,,Campo San Barnaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,POINT (12.3310903 45.4396529),NaturaSì,Mo-Sa 09:00-20:00,supermarket,,,,2264,,Calle Della Regina,,,,,,,,NaturaSì,,,,Q60840755,,,,https://naturasi.it/,,,,,,,,,,,,only,,,,,,,,,"Venezia, Veneto, Italy",organic supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,POINT (12.3286891 45.4309577),Crai,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,POINT (12.3201135 45.4402267),Mercato Centrale,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercato Centrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,POINT (12.355618 45.3926286),inCoop,Mo-Sa 08:30-19:30; Su 08:30-13:30,supermarket,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,POINT (12.3016273 45.2735478),Coop,,supermarket,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,inCoop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,POINT (12.2277884 45.4870173),Coop,,supermarket,,,,,,,Coop Alleanza 3.0,,,,,,,Coop,,,,Q1129774,,,,,,,,,,,,,,,,,,,,,,,,it:Coop Italia,"Venezia, Veneto, Italy",,,,,,,,inCoop,Q21189584,it:Coop Alleanza 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,POINT (12.3465114 45.4373699),Crai,"Mo, Tu, Th, Fr 16:30-19:30, We 7:30-13:00, Sa 7:30-13:00, 16:30-19:30",supermarket,yes,,Venezia,2910,30122,,Eredi Ortis Pietro Sas,,,,,https://www.comune.venezia.it/it/content/attivit-commerciali-consegna-beni-e-alimenti-domicilio;https://gastronomiaortisdal1914.business.site/,,Crai,,,,,,,,https://gastronomiaortisdal1914.business.site/,,,,Castello,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 520 8497,ortis1914@libero.it,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,https://m.facebook.com/pages/category/Specialty-Grocery-Store/Gastronomia-Ortis-165037367227372/?locale2=it_IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,POINT (12.3459188 45.4399074),Coop,Mo-Sa 08:30-20:00; Su 09:00-13:00; PH off,supermarket,yes,,,6576c,,,,,,,,,,Coop,,,,Q1129774,,yes,,,,,,,,,,,,,,yes,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,IT03503411203,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,POINT (12.2399122 45.4940431),Alì Supermercati,Mo-Su 08:30-20:00,supermarket,yes,,Mestre,14/16,30174,Piazzale Luigi Candiani,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,POINT (12.2358047 45.4923613),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,POINT (12.211092 45.4869947),In's Mercato,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,POINT (12.1857776 45.4824089),Azienda Agricola Don Orione,Tu 09:00-12:00; Th 09:00-12:00; Sa 09:00-12:00,farm,,,Chirignago,1,30174,Via Ghetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 913036,fabrizia.scantamburlo@donorionechirignago.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,https://www.facebook.com/azagrdo/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,POINT (12.213631 45.511372),A&O,"Mo,Tu,Th-Sa 08:30-12:30,15:00-19:00; We 08:30-12:30",supermarket,,,Zelarino,64f,30174,Via Castellana,,yes,,,,,,A&O,,,,Q3600279,,,,https://www.aeo.it/,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 907532,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,https://it-it.facebook.com/aeounicomm,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,POINT (12.2025497 45.4783749),L’angolo Giallo,,supermarket,,,Marghera,3,30175,Via Bottenigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 333 5461110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,POINT (12.2464257 45.499644),Pam Local,"Mo-Sa 08:30-20:00 , Su off",convenience,,2024-03-07,Mestre Carpenedo,61b,30173,Viale Giuseppe Garibaldi,Pam,,,,,,,,,,,,,,,https://www.pampanorama.it/punti-vendita/mestre-local-garibaldi,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 0415349291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,POINT (12.2831204 45.5114112),Daniela e Diego Alimentari e Gastronomia,,deli,,,Favaro Veneto,122a,30173,Via Altinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+390415010424,borilediego@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,POINT (12.24367 45.4940531),Mercato Coperto di CAMPAGNA AMICA - Azienda agricola Basso,"Tu 08:00-13:00, Sa 08:00-13:00",convenience,,,,3,30174,Via Fabio Palamidese,,,,,,,,,,,,,,,,https://mercatovenezia.it/,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 501 0033,info@mercatovenezia.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,https://www.facebook.com/CampagnaAmicaVE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,POINT (12.2611045 45.5040896),Gastronomia Ittica Cosmar,,deli,limited,,Mestre,164b,30174,Via San Donà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 5342576,gastronomiaitticacosmar@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,https://www.facebook.com/gastronomiacosmar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,POINT (12.3285427 45.4437173),Ballarin Paolo E C. S.N.C.,Mo-Sa 07:15-20:30,supermarket,,,,1754,30121,Rio Terà San Leonardo,,,,,,,,,,,,,,,,,,,,Cannaregio,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 041 718011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,POINT (12.3372204 45.4397601),Baílo supermercati veneziani,Mo-Sa 08:30-22:00; Su 09:30-22:00; PH closed,supermarket,yes,,Venezia,5587,30121,Calle del Magazen,,,,,,,,,bailosupermercati,+39 041 098 0223,,,,,,https://www.bailosupermercati.com/,,,,Cannaregio,,info@bailosupermercati.com,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,direzione@bailosupermercati.com,,,,,,,,,,,0,no,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,POINT (12.3336234 45.4399849),L'isola Di Busato Simone,,farm,,,,1783,30125,Fondamenta Riva de l'Ogio,,,,,,,,,,,,,,,,https://www.ortofruttaisolavenezia.com/,,,,San Polo,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 0415243846;+39 3939552682,isolasnc@email.it,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,https://www.facebook.com/busatosimone75/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,POINT (12.3256162 45.44184),Dolce Bianchi Venezia,,supermarket,,,Venezia,1562,,Riva de Biasio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,+39 353 403 8812,bianchidolcevenezia@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,"Facebook: ""Bianchi Dolce Vineria""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,POINT (12.2415939 45.4829282),Interspar,Mo-Sa 08:00-20:30; Su 09:00-20:30,supermarket,yes,,,,30121-30176,,Interspar,,,,,,,,,,,,,,,,,,,,,,,,wlan,no,,,,,,,,,,,"Venezia, Veneto, Italy",,,,2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,POINT (12.3310752 45.4284986),Conad,Mo-Sa 08:00-20:30,supermarket,,,,417,,Fondamenta Zattere al Spirito Santo,,,,,,,,Conad,,,,Q639075,,,,,,,,,,,,,,,,,,,,,,,,it:Conad,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,POINT (12.3760466 45.4180867),Prix,,supermarket,yes,,,,,,,,,,,,,Prix,,,,Q61994819,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,POINT (12.3527633 45.4321173),Specialità italiane di Gabriele Bianchi,,deli,,,,1561,,Via Giuseppe Garibaldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,POINT (12.2329522 45.5173364),ALDI,,supermarket,,,Mestre,14,30174,Via Don Luigi Peron,,,,,,,,ALDI,,,,Q41171672,,,,,,,,,,,,,,,,,,,,,,,,en:Aldi,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,POINT (12.2110231 45.4913647),Prix,Mo-Sa 18:30-20:30; Su 09:00-13:00,supermarket,,,Gazzera,80,30174,Via Calabria,,,,,,,,Prix,,,,Q61994819,,,,https://www.www.prixquality.com/,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,POINT (12.3329511 45.4327501),Triv. Sali Tabacchi Valori Bollati,,kiosk,,,,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,POINT (12.2588727 45.5081157),Tabaccheria Cartoleria,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,POINT (12.2590068 45.5080857),In's Mercato,"Mo-Sa 08:30-20:00, Su 08:30-13:00, 15:00-20:00",supermarket,,,,35,30174,Viale Don Luigi Sturzo,,,,,,,,,,,,,,,,https://insmercato.it/,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,3755602492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,POINT (12.333568 45.4381278),Francis Model,,department_store,,,,773,,,,,,,,,,,,,,,,,,,,,,San Polo,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francis Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,POINT (12.3622426 45.4028258),Crazy Tab,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,POINT (12.361897 45.4023554),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,POINT (12.364375 45.4060857),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,POINT (12.3556472 45.4324003),,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,POINT (12.3250477 45.4266811),Sirene Blu,,convenience,,,,607a,30133,Fondamenta Santa Eufemia,,,,,,,,,,,,,,,,,,,,Giudecca,,,,,,,,,,,,,,,,,"Venezia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
