,geometry,name,shop,check_date,opening_hours,wheelchair,name:de,name:it,alt_name,addr:housenumber,addr:street,phone,cafe,outdoor_seating,level,amenity,building,city,addr:postcode,email,addr:place,noname,addr:city,facebook,website,name:en,delivery:description:it,addr:country,cuisine,source,contact:mobile,organic,payment:credit_cards,payment:debit_cards,operator,ref:vatin,contact:phone,description,diet:kosher,diet:vegan,payment:online,payment:mastercard,payment:visa,start_date,check_date:opening_hours,fixme,delivery,payment:bancomat,payment:cash,payment:coins,addr:unit,payment,toilets,payment:maestro,contact:facebook,payment:pos,indoor_seating,smoking,opening_hours:signed,contact:instagram,air_conditioning,craft,fax,phone:delivery,payment:cards,contact:whatsapp,opening_hours:phone,payment:online_payment,communication:mobile_phone,phone:mobile,kids_area,contact:website,internet_access,second_hand,addr:state,branch,brand,butcher,diet:halal,addr:province,takeaway,contact:email,bar,payment:bancoposta,payment:postepay,mobile,building:levels,roof:levels,wheelchair:description,addr:interpolation,internet_access:fee,addr:hamlet,contact:twitter,contact:fax,roof:shape,layer,survey:date
386,POINT (12.6122671 45.4950285),,dairy,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,POINT (12.6599927 45.5262246),Hortus,greengrocer,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,POINT (12.647042 45.5439533),La Boutique del Pesce,seafood,,"Tu-Sa 09:00-13:00,16:00-20:00; Su 09:00-13:00",no,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,POINT (12.6646727 45.5664061),Miglio Rosso,wine,,,,,,,89,Via Roma Sinistra,+39 340 773 0402,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"POLYGON ((12.7223144 45.5358347, 12.722432 45.5358405, 12.7224427 45.5357344, 12.7223251 45.5357285, 12.7223144 45.5358347))",Gilormar,seafood,,,,,,,33,Piazzetta del Bersagliere,,,,,,retail,"Jesolo, Veneto, Italy",30016,,,,Correlazzo,,,,,,,,,,,,,,+39 0421 980151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pescheriagilormar.it/,,,Italia,,,,,Venezia,,info@pescheriagilormar.it,,,,,1,0,,,,,,+39 0421 980280,hipped,,
391,"POLYGON ((12.6301276 45.500591, 12.6301376 45.5005584, 12.6301883 45.500566, 12.6301782 45.5005987, 12.6301276 45.500591))",Goloserie,confectionery,,,yes,,,,,,,,,,,yes,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"POLYGON ((12.638989 45.5153117, 12.6389792 45.5154884, 12.639001 45.5154889, 12.6390537 45.5154914, 12.6390345 45.5157587, 12.6381023 45.5157346, 12.6374884 45.5157224, 12.6373355 45.5152572, 12.6380989 45.5152891, 12.638989 45.5153117))",Ibif,beverages,,,yes,,,,227a,Via Roma Destra,,,,,,,"Jesolo, Veneto, Italy",30016,,,,Jesolo,,,,,,,,,,,,,,+39 0421 380050,,,,,,,,2023-09-30,,,,,,,,,,,,,,no,,,,,,,,,,,,,https://www.ibif.it/,,,Italia,,,,,Venezia,,info@ibif.it,,,,,,,,,,Lido di Jesolo,,,,,
393,"POLYGON ((12.6176418 45.504684, 12.6181918 45.5048598, 12.6185296 45.5043341, 12.6188077 45.5039014, 12.6188336 45.5038566, 12.6180804 45.5039784, 12.6176418 45.504684))",F.lli Marcon,alcohol,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,"POLYGON ((12.6596198 45.5494048, 12.6591306 45.5495806, 12.6594025 45.5496598, 12.6591857 45.5501972, 12.6595818 45.550274, 12.6596457 45.5501117, 12.6597438 45.5498739, 12.6597741 45.5498807, 12.6599423 45.5494738, 12.6596991 45.5494244, 12.6596198 45.5494048))",Vinicola al Mulinat,wine,,,,,,,,,,,,,,,"Jesolo, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,POINT (12.2806056 45.2213137),Pasticeria Di Giorgio,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,POINT (12.2931177 45.211947),,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,POINT (12.292857 45.2117494),,confectionery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,POINT (12.2753274 45.2169824),,greengrocer,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,POINT (12.2801113 45.2211743),Macelleria,butcher,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,POINT (12.2796394 45.2226359),Pasticceria Ruggero,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,POINT (12.2921538 45.2131022),,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,POINT (12.2772658 45.2004938),,greengrocer,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,POINT (12.2924618 45.1975386),Casa della Carne,butcher,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,POINT (12.2978738 45.2072067),,greengrocer,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,POINT (12.3230573 45.1705794),Panetteria Moretto,bakery,,,yes,,,,,Via delle Nazioni Unite,,,,,,,"Chioggia, Veneto, Italy",30015,,Isola Verde,,Chioggia,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VE,,,,,,,,,,,,,,,,,
406,POINT (12.2982673 45.1976142),,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,POINT (12.3258803 45.1625608),OMBRETTA let's mweet in the shade,pastry,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,POINT (12.2906821 45.2144163),L'angolo delle primizie,greengrocer,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,POINT (12.2907863 45.215566),Pasticceria Penzo,pastry,,"Tu-Sa 08:00-12:30, 16:00-20:00; Su 08:00-12:30; Mo off",,,,,1417,Piazza Ballarin,+39041400397,,,,,,"Chioggia, Veneto, Italy",30015,,,,Chioggia,,,,,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,POINT (12.2765828 45.2033182),Pasticceria Nelly's,pastry,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,POINT (12.2802775 45.1890529),,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,POINT (12.2825609 45.2187532),Mercato ittico Chioggia,seafood,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,POINT (12.2801769 45.2203737),Panificio da Bigoli,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,POINT (12.279144 45.2208994),Villan,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,POINT (12.2022697 45.1926321),,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,POINT (12.2766559 45.2030594),Panificio Spiga d'Oro,bakery,,,,,,,,,,,,,,,"Chioggia, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"POLYGON ((12.2799601 45.2207456, 12.2798087 45.2203537, 12.2797479 45.2203654, 12.2796695 45.2203806, 12.279821 45.2207724, 12.2799047 45.2207563, 12.2799601 45.2207456))",Pescheria,seafood,,Tu-Su 07:00-13:00; Mo closed; PH closed,yes,,,,,,,,,0,,roof,"Chioggia, Veneto, Italy",,,,,,,http://www.chioggiapesca.it/it/mercato-ittico-al-minuto-di-chioggia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
418,POINT (12.5496606 45.5799788),Ponte,wine,,,yes,,,,,,,,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,POINT (12.5481761 45.579239),,wine,,,,,,,,,,,,,,,"Musile di Piave, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,POINT (12.2990747 45.5565888),Bortolato,bakery,,,,,,,,,,,,,,,"Marcon, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,POINT (12.3130391 45.547434),Cantina All'imbuto,wine,,Mo-Sa 15:30-19:30; Tu-Sa 08:30-12:30,,,,,29,Via Porta Est,+39 349 743 6406,,,,,,"Marcon, Veneto, Italy",30020,cantinaimbuto@gmail.com,,,Marcon,https://m.facebook.com/cantinaimbuto/,https://cantina-allimbuto.business.site/,,Attivazione servizio a domicilio di generi di prima necessità per COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,POINT (12.3651472 45.5756662),,bakery,,,,,,,,,,,,,,,"Quarto d'Altino, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,POINT (12.3710274 45.5813706),,bakery,,,,,,,,,,,,,,,"Quarto d'Altino, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,POINT (12.3692463 45.5807888),,bakery,,,,,,,,,,,,,,,"Quarto d'Altino, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,POINT (12.1739214 45.4530525),Begheldo Frutta,greengrocer,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,POINT (12.1173885 45.4650998),,bakery,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,POINT (12.1177507 45.4649531),,butcher,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,POINT (12.1177184 45.4649625),,greengrocer,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,POINT (12.1409025 45.4401305),Agrodolce,pastry,,,,,,,308,Via Nazionale,,,,,bar,,"Mira, Veneto, Italy",30034,,,,Mira,,,,,IT,,,,,,,,,+39 328 0923152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,POINT (12.1756792 45.453915),,seafood,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,POINT (12.130456 45.4358812),La Panetteria di Albanese,bakery,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,POINT (12.1385764 45.4297633),,bakery,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,POINT (12.1733511 45.4234098),Euro Surgelati Italia,frozen_food,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-06
434,POINT (12.1630472 45.4589996),Iprdrink,wine,,,,,,,60,Via Ticino,+39 041 472684,,,,,,"Mira, Veneto, Italy",30034,web@iperdrink.it,,,Borbiago,,https://www.iperdrink.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+39 041 472231,,,,,,,,,,,,Italia,,,,,Venezia,,,,,,,,,,,,,,,,,
435,POINT (12.2017267 45.4349103),Serenella,pastry,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,POINT (12.2032178 45.4355578),,greengrocer,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,POINT (12.1735389 45.4574632),,bakery,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,POINT (12.1737311 45.456128),Pasticceria Veneziana,pastry,,,,,,,48,Via Risato e Bellin,,,,,,,"Mira, Veneto, Italy",,,,,,,https://www.pasticceriaveneziana.100botteghe.it/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,POINT (12.1750528 45.4537676),Panificio Crosara,bakery,,,,,,,5,Via Veneto,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,POINT (12.1749027 45.4539555),,butcher,,,,,,,,,,,,,,,"Mira, Veneto, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"POLYGON ((12.1847283 45.4622869, 12.1847315 45.4623174, 12.1846961 45.4623191, 12.1847024 45.4623678, 12.1847129 45.4624487, 12.1849305 45.4624371, 12.1849147 45.4623096, 12.184886 45.4623134, 12.1848839 45.4623011, 12.184881 45.4622834, 12.184861 45.4622838, 12.1847283 45.4622869))",Società Agricola La Salumeria Guzzo S.S.,butcher,,"Tu-Sa 08:00-12:30,15:30-19:00; PH off",,,,,13,Via Cà Rubaldi,+39 041 429813,,,,,yes,"Mira, Veneto, Italy",30034,info@lasalumeriaguzzo.it,,,Oriago,,https://lasalumeriaguzzo.it/,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
